Politician,Quote,Image URL,char_count,word_count,word_length,adv_count,adj_count,noun_count,verb_count,det_count,sentiment,named_entities,named_entities_count
Facebook posts,comedian heather mcdonald collapsed on stage as a result of the covid    vaccine,false,80,13,5.0,10.0,10.0,10.0,10.0,10.0,0.128,,0
Facebook posts,joe biden wants to eliminate a regulation that requires school districts to report allegations of teacher on student rape  alleged rape  and sexual assault,false,155,24,5.416666666666667,18.0,18.0,18.0,18.0,18.0,-0.9349,"('joe biden', 'PERSON')",1
Facebook posts,fifty percent of the ottawa police force have all turned in their resignation,false,77,13,5.0,10.0,10.0,10.0,10.0,10.0,-0.296,"('fifty percent', 'PERCENT')",1
Facebook posts,the federal government requires  covid passports to visit the movies,false,68,10,5.8,9.0,9.0,9.0,9.0,9.0,0.0,,0
Facebook posts,crisis actor in germany forgets he s filming on tv,false,50,10,4.1,7.0,7.0,7.0,7.0,7.0,-0.6249,"('germany', 'GPE')",1
Joe Rogan,actor steven seagal spotted among russian special forces in ukraine,false,67,10,5.8,8.0,8.0,8.0,8.0,8.0,0.4019,"('steven seagal', 'PERSON'), ('russian', 'NORP')",2
Donald Trump,hillary clinton spied on president trump,false,40,6,5.833333333333333,5.0,5.0,5.0,5.0,5.0,0.0,"('hillary clinton', 'PERSON')",1
Stand Up To China,build back better  would be a huge payday for chinese manufacturing  and  would fill our streets with cars made with chinese parts,false,130,22,4.818181818181818,14.0,14.0,14.0,14.0,14.0,0.6369,"('payday', 'DATE'), ('chinese', 'NORP'), ('chinese', 'NORP')",3
Greta Neubauer,republican leadership has not been clear about whether they support rep  ramthun s illegal and undemocratic resolution  on the      election,false,140,20,5.7,15.0,15.0,15.0,15.0,15.0,-0.4738,"('republican', 'NORP'), ('ramthun s', 'PERSON')",2
TikTok posts,a      video shows  ukrainian and russian soldiers face to face,false,63,10,4.8,8.0,8.0,8.0,8.0,8.0,0.0,"('russian', 'NORP')",1
Facebook posts,bill gates hatches  horribly stupid  plan to block out the sun,false,62,11,4.545454545454546,9.0,9.0,9.0,9.0,9.0,-0.8658,"('bill gates', 'PERSON')",1
X posts,photo shows empire state building lit up to support ukraine,false,59,10,5.0,9.0,9.0,9.0,9.0,9.0,0.4019,,0
TikTok posts,tiktok video shows russian soldiers parachuting into ukraine,false,60,8,6.625,7.0,7.0,7.0,7.0,7.0,0.0,"('russian', 'NORP')",1
X posts,russia is targeting u s  biological weapons labs in ukraine invasion,false,68,11,5.181818181818182,10.0,10.0,10.0,10.0,10.0,-0.4404,"('russia', 'GPE'), ('ukraine', 'GPE')",2
Vladimir Putin,ethnic russians face  genocide perpetrated by the kyiv regime,false,61,9,5.777777777777778,8.0,8.0,8.0,8.0,8.0,0.0,"('russians', 'NORP')",1
Viral image,video shows footage from russia invading ukraine,false,48,7,6.0,6.0,6.0,6.0,6.0,6.0,0.0,"('russia', 'GPE')",1
Viral image,a photo shows a russian warplane under attack,false,45,8,4.75,7.0,7.0,7.0,7.0,7.0,-0.4767,"('russian', 'NORP')",1
Facebook posts,this  footage  shows russia attacking ukraine,false,45,6,6.333333333333333,6.0,6.0,6.0,6.0,6.0,-0.4588,"('russia', 'GPE')",1
Facebook posts,news report accidentally reveals doctors giving  banned  covid treatment to the queen,false,85,12,6.0,11.0,11.0,11.0,11.0,11.0,-0.4588,,0
Facebook posts,says cnn reported queen elizabeth ii died,false,41,7,5.0,7.0,7.0,7.0,7.0,7.0,-0.5574,"('cnn', 'ORG'), ('elizabeth ii', 'PERSON')",2
Facebook posts,says thomas jefferson said   if serving in an elected office ever becomes a career  corruption will surely follow,false,113,18,5.166666666666667,15.0,15.0,15.0,15.0,15.0,0.4404,"('thomas jefferson', 'PERSON')",1
Instagram posts,the centers for disease control and prevention has amassed the  largest collection of human data in history  through covid    pcr tests,false,135,21,5.238095238095238,16.0,16.0,16.0,16.0,16.0,0.0,,0
Marjorie Taylor Greene,ukraine was the no    donor to hillary clinton when she was running for president,false,81,14,4.642857142857143,10.0,10.0,10.0,10.0,10.0,-0.296,"('ukraine', 'GPE'), ('hillary clinton', 'PERSON')",2
Instagram posts,trudeau s foundation owns     of acuitas therapeutics which makes mechanic lipids for pfizer,false,92,13,5.846153846153846,10.0,10.0,10.0,10.0,10.0,0.0,"('trudeau s foundation', 'ORG')",1
Facebook posts,video shows man diving off a high bridge and into a swimming pool on a moving boat,false,82,17,3.8823529411764706,13.0,13.0,13.0,13.0,13.0,0.0772,,0
Facebook posts,ottawa may euthanize truckers  pets as punishment,false,49,7,6.0,5.0,5.0,5.0,5.0,5.0,-0.4939,"('ottawa', 'GPE')",1
Facebook posts,this photo shows  headache treatments in     s known as vibration therapy,false,73,11,5.2727272727272725,9.0,9.0,9.0,9.0,9.0,0.0,,0
Rick Scott,the latest with the durham report is that the clinton campaign   actually spied on the president of the united states,false,117,20,4.8,16.0,16.0,16.0,16.0,16.0,0.4215,"('clinton', 'PERSON'), ('the united states', 'GPE')",2
Viral image,video shows that s ret  du qu bec officers  removed their identifying names and badge numbers from their uniforms in ottawa,false,123,21,4.809523809523809,15.0,15.0,15.0,15.0,15.0,0.0,"('ottawa', 'GPE')",1
Facebook posts,queen elizabeth ii is dead,false,26,5,4.4,5.0,5.0,5.0,5.0,5.0,-0.6486,"('elizabeth ii', 'PERSON')",1
Facebook posts,president john f  kennedy  was planning to end the federal reserve,false,66,11,4.909090909090909,10.0,10.0,10.0,10.0,10.0,0.0,"('john f  kennedy', 'PERSON')",1
Viral image,says rep  marjorie taylor greene said   if it weren t for electricity  we d all be watching tv by candlelight,false,109,20,4.3,15.0,15.0,15.0,15.0,15.0,0.0,"('taylor', 'PERSON')",1
Viral image,an image shows  a medical oddity that is characterized by having two pupils in each eyeball,false,91,16,4.6875,12.0,12.0,12.0,12.0,12.0,0.0,"('two', 'CARDINAL')",1
TikTok posts,airline ceo gets pied for forcing vaccinations,false,46,7,5.714285714285714,6.0,6.0,6.0,6.0,6.0,0.0,,0
Facebook posts,cnn confirms trump will be arrested,false,35,6,5.0,5.0,5.0,5.0,5.0,5.0,-0.4767,"('cnn', 'ORG')",1
Facebook posts,a photo shows  nato resupplying ukrainian farmers anti tank supplies,false,68,10,5.8,9.0,9.0,9.0,9.0,9.0,-0.3182,"('nato', 'ORG')",1
Facebook posts,just a reminder that right before ukraine was invaded  hillary was found to be guilty of spying on a sitting u s  president,false,123,23,4.304347826086956,18.0,18.0,18.0,18.0,18.0,-0.4215,"('hillary', 'PERSON')",1
Facebook posts,a recent on air protest can t be real because  there are no live on air television broadcasts in russia  none  ever,false,115,22,4.136363636363637,16.0,16.0,16.0,16.0,16.0,-0.4939,"('russia', 'GPE')",1
Facebook posts,a video shows current  leaked footage of heavy war between russia vs ukraine,false,76,13,4.846153846153846,11.0,11.0,11.0,11.0,11.0,-0.7351,"('russia', 'GPE')",1
Herschel Walker,the presence of apes calls into question the concept of evolution,false,65,11,5.0,8.0,8.0,8.0,8.0,8.0,0.0,,0
Facebook posts,comparing the price of oil and gas in june      to march      shows that oil companies are  price gouging,false,105,18,4.277777777777778,13.0,13.0,13.0,13.0,13.0,0.0,"('june      to', 'DATE')",1
Pam Helming,almost half of every dollar that we spend on gas  it goes to new york state,false,75,16,3.6875,10.0,10.0,10.0,10.0,10.0,0.0,"('almost half', 'CARDINAL'), ('new york', 'GPE')",2
Facebook posts,a west virginia inspection sticker on an uber  proves the car was not in ukraine,false,80,15,4.333333333333333,13.0,13.0,13.0,13.0,13.0,0.0,"('west virginia', 'GPE')",1
Kari Lake,jan    defendants  are being held in prison without being charged,false,65,10,5.2,8.0,8.0,8.0,8.0,8.0,-0.4035,,0
The Charlie Kirk Show,beto o rourke s plan to take  trans  children from parents,false,58,11,4.181818181818182,8.0,8.0,8.0,8.0,8.0,0.0,,0
Mehmet Oz,david mccormick paid for attacks on donald trump,false,48,8,5.125,6.0,6.0,6.0,6.0,6.0,-0.4404,"('david mccormick', 'PERSON')",1
Facebook posts,a video shows  massive explosion as ukraine destroyed     russian tanks to pieces using u s  javelin missiles,false,109,17,5.117647058823529,15.0,15.0,15.0,15.0,15.0,-0.4939,"('russian', 'NORP')",1
Instagram posts,members of congress gave themselves a     pay raise,false,51,8,5.0,6.0,6.0,6.0,6.0,6.0,-0.1027,"('congress', 'ORG')",1
X posts,we haven t seen a single american megachurch offer anything to help ukrainians,false,78,13,5.076923076923077,11.0,11.0,11.0,11.0,11.0,0.4019,"('american', 'NORP')",1
X posts,a ukrainian combat medic who died in february was seen in a video ukraine president volodymyr zelensky posted of his visit to see wounded soldiers,false,146,25,4.88,19.0,19.0,19.0,19.0,19.0,-0.7184,"('february', 'DATE'), ('volodymyr zelensky', 'PERSON')",2
Facebook posts,deceased ukrainian fighter pilot col  oleksandr oksanchenko was the  ghost of kyiv,false,82,12,5.75,11.0,11.0,11.0,11.0,11.0,-0.1779,"('oleksandr', 'ORG')",1
X posts,classified documents from ukraine  confirm without a shadow of a doubt  that the ukraine government was  covertly preparing an offensive operation against donbas  scheduled for march,false,182,26,5.884615384615385,20.0,20.0,20.0,20.0,20.0,-0.224,"('ukraine', 'GPE'), ('march', 'DATE')",2
Bloggers,vice president kamala harris laughs at the plight of ukraine  at idea of america offering assistance,false,100,16,5.25,12.0,12.0,12.0,12.0,12.0,0.4939,"('kamala harris', 'PERSON'), ('america', 'GPE')",2
Stephen Miller,vice president kamala harris  was asked about gasoline prices     and she tried to defer to president duda  the polish president,false,128,20,5.15,15.0,15.0,15.0,15.0,15.0,-0.296,"('kamala harris', 'PERSON'), ('polish', 'NORP')",2
Viral image,video shows man mocking police in germany,false,41,7,5.0,6.0,6.0,6.0,6.0,6.0,-0.4019,"('germany', 'GPE')",1
Viral image,this video shows  russian war in ukraine,false,40,7,4.714285714285714,6.0,6.0,6.0,6.0,6.0,-0.5994,"('russian', 'NORP')",1
Facebook posts,says leonardo dicaprio gave ukraine     million,false,47,6,6.333333333333333,5.0,5.0,5.0,5.0,5.0,0.0,"('leonardo dicaprio', 'PERSON')",1
Facebook posts,people who have had cancer in the past  they get the covid jab and now  they re getting cancer two to three  four months later and it s the same cancer they had except much worse,false,178,36,3.888888888888889,23.0,23.0,23.0,23.0,23.0,-0.9538,"('two to three  ', 'CARDINAL')",1
Mike Pence,joe biden s cancellation of the keystone pipeline  dramatically increased americans  dependence on russian oil,false,110,15,6.266666666666667,13.0,13.0,13.0,13.0,13.0,0.2732,"('joe biden s', 'PERSON'), ('americans', 'NORP'), ('russian', 'NORP')",3
Instagram posts,u s  has biological weapons labs in ukraine,false,43,8,4.375,7.0,7.0,7.0,7.0,7.0,-0.4404,,0
Facebook posts,two years ago we were  drilling our own oil for     a barrel   now  thanks to joe biden  we re  paying      a barrel to russia,false,126,24,3.6666666666666665,16.0,16.0,16.0,16.0,16.0,0.4404,"('two years ago', 'DATE'), ('joe biden  ', 'PERSON'), ('russia', 'GPE')",3
Facebook posts,facebook video shows  counting biden s votes at   a m,false,53,10,4.1,9.0,9.0,9.0,9.0,9.0,0.0,,0
Viral image,a time magazine cover shows vladimir putin with hitler s mustache,false,65,11,5.0,10.0,10.0,10.0,10.0,10.0,0.0,"('vladimir putin', 'PERSON')",1
Viral image,video shows volodymr zelenskyy singing  endless love  with his wife,false,67,10,5.6,7.0,7.0,7.0,7.0,7.0,0.6369,,0
Facebook posts,an image shows  ukrainian soldiers praying,false,42,6,6.0,6.0,6.0,6.0,6.0,6.0,0.3612,,0
Instagram posts,military data from      show military members experienced spikes of      in miscarriages  almost      in cancer diagnoses and        in neurological issues,false,155,19,6.0,13.0,13.0,13.0,13.0,13.0,-0.6275,,0
Viral image,photo shows amish who drove     hours with the  freedom convoy  to cook them food at their next stop,false,100,18,4.277777777777778,12.0,12.0,12.0,12.0,12.0,0.4588,"('hours', 'TIME')",1
Facebook posts,american taxpayer dollars provide  free housing  free medical  free state identification  to immigrants in the country illegally,false,128,17,6.352941176470588,15.0,15.0,15.0,15.0,15.0,0.872,"('american taxpayer dollars', 'ORG')",1
Facebook posts,vaccine makers  are shipping lots of jabs with varying ingredients  potency   even placebo lots,false,95,14,5.571428571428571,12.0,12.0,12.0,12.0,12.0,0.0,,0
Lori Lightfoot,chicago maintained the lowest unemployment rate through most of      of any large american city,false,95,14,5.5,11.0,11.0,11.0,11.0,11.0,-0.6705,"('chicago', 'GPE'), ('american', 'NORP')",2
Facebook posts,large  peer reviewed research study proves ivermectin works  as a covid    preventative,false,87,12,5.916666666666667,11.0,11.0,11.0,11.0,11.0,0.0,,0
Ron Johnson,all these athletes are dropping dead on the field  after receiving the covid    vaccination,false,91,14,5.285714285714286,11.0,11.0,11.0,11.0,11.0,-0.6486,,0
Sean Hannity,there s never been a president  before joe biden  that has made race and gender the defining factor  for a supreme court nomination,false,131,23,4.608695652173913,18.0,18.0,18.0,18.0,18.0,0.5574,"('joe biden  ', 'PERSON'), ('supreme court', 'ORG')",2
Viral image,trucks are participating in the  freedom convoy  in canada,false,58,9,5.333333333333333,7.0,7.0,7.0,7.0,7.0,0.6369,"('canada', 'GPE')",1
Viral image,says kevin costner recently debuted a new line of cbd gummies,false,61,11,4.636363636363637,10.0,10.0,10.0,10.0,10.0,0.0,"('kevin costner', 'PERSON')",1
Viral image,says dennis miller said that if he didn t see women protesting the ghislaine maxwell trial verdict  you re all frauds  this isn t justice for those women  this is a joke,false,169,32,4.21875,27.0,27.0,27.0,27.0,27.0,0.0258,"('dennis miller', 'PERSON'), ('maxwell', 'ORG')",2
Facebook posts,biden announces medicare stimulus that provides free dental work to all seniors who need it  crowns and implants included,false,121,19,5.368421052631579,14.0,14.0,14.0,14.0,14.0,0.5106,"('biden announces medicare stimulus', 'ORG')",1
Viral image,quotes show joseph stalin and joe biden expressed similar views about counting votes,false,84,13,5.538461538461538,11.0,11.0,11.0,11.0,11.0,0.0,"('joseph stalin', 'PERSON'), ('joe biden', 'PERSON')",2
John Stockton,there s     i believe now   it s over     professional athletes dead  professional athletes  the prime of their life  dropping dead that are vaccinated  right on the pitch  right on the field  right on the court,false,211,35,4.6,26.0,26.0,26.0,26.0,26.0,-0.8625,,0
Facebook posts,it begins  wisconsin assembly votes to remove electoral votes from biden,false,72,11,5.545454545454546,8.0,8.0,8.0,8.0,8.0,0.0,"('wisconsin assembly', 'ORG')",1
Jim Lamon,the biden harris administration  wants to hand out          to illegal immigrants,false,81,11,5.545454545454546,8.0,8.0,8.0,8.0,8.0,-0.1027,"('the biden harris administration  ', 'ORG')",1
Facebook posts,texas roadhouse is sending vouchers for a free steak dinner for four to everyone who shares and comments on a facebook post,false,123,22,4.636363636363637,15.0,15.0,15.0,15.0,15.0,0.6705,"('texas', 'GPE'), ('four', 'CARDINAL')",2
Facebook posts,american citizens  pay      billion annually to make sure illegal immigrants are taken care of better than american citizens,false,124,18,5.611111111111111,14.0,14.0,14.0,14.0,14.0,0.5267,"('american', 'NORP'), ('annually', 'DATE'), ('american', 'NORP')",3
Facebook posts,if the faa is worried about what the  g deployment will do to the planes  what do you think it will do to our bodies,false,116,25,3.6,14.0,14.0,14.0,14.0,14.0,-0.296,,0
Facebook posts,covid    induced pneumonia is  is actually mast cell degranulation of the lungs   a type of allergic reaction,false,109,17,5.117647058823529,15.0,15.0,15.0,15.0,15.0,-0.296,,0
Facebook posts,all communications to families from the us navy have been halted,false,64,11,4.909090909090909,7.0,7.0,7.0,7.0,7.0,0.0,"('the us navy', 'ORG')",1
Facebook posts,president joe biden gave congress an exemption from vaccine mandate,false,67,10,5.8,9.0,9.0,9.0,9.0,9.0,0.0,"('joe biden', 'PERSON'), ('congress', 'ORG')",2
Viral image,says louie anderson was flying to appear on conan o brien s show when he became ill a few weeks after receiving his third vaccine dose,false,134,26,4.1923076923076925,20.0,20.0,20.0,20.0,20.0,-0.4215,"('louie anderson', 'PERSON'), ('conan', 'GPE'), ('brien s', 'PERSON'), ('a few weeks', 'DATE'), ('third', 'ORDINAL')",5
Viral image,says chuck norris recorded a video in response to the biden administration saying   our great country and freedom are under attack,false,130,21,5.142857142857143,16.0,16.0,16.0,16.0,16.0,0.7351,"('chuck norris', 'PERSON')",1
Facebook posts,a german doctor discovered the covid    vaccines include graphene oxide or graphene hydroxide  and the full list of ingredients is secret because of the emergency use authorization,false,180,27,5.555555555555555,22.0,22.0,22.0,22.0,22.0,-0.3818,"('german', 'NORP')",1
Aaron Rodgers,the cdc said that     of covid    deaths have involved people with at least four comorbidities,false,94,15,4.866666666666666,10.0,10.0,10.0,10.0,10.0,0.0,"('cdc', 'ORG'), ('at least four', 'CARDINAL')",2
Mitch McConnell,the freedom to vote act is  a sprawling takeover of our whole political system,false,78,14,4.571428571428571,11.0,11.0,11.0,11.0,11.0,0.6369,,0
TikTok posts,richard von coudenhove kalergi planned  the ethnocide of the peoples of europe  through  the encouragement of mass non white immigration,false,136,20,5.7,15.0,15.0,15.0,15.0,15.0,0.4215,"('richard von', 'PERSON'), ('europe', 'LOC')",2
Facebook posts,dyson is canceling their contract with walmart and selling off dyson supersonic  hair dryers  only for,false,102,16,5.3125,11.0,11.0,11.0,11.0,11.0,0.0,"('dyson', 'PERSON')",1
Viral image,a schedule proves donald trump was recently participating in presidential activities,false,84,11,6.7272727272727275,10.0,10.0,10.0,10.0,10.0,0.0,,0
Threads posts,image shows a  huge snake found by a hiker near south carolina creek,pants-fire,68,13,4.230769230769231,11.0,11.0,11.0,11.0,11.0,0.3182,"('south carolina', 'GPE')",1
Threads posts,photo shows actor timothy olyphant holding a shirt that says  i love trump because he pisses off all the people i can t stand,pants-fire,125,24,4.208333333333333,18.0,18.0,18.0,18.0,18.0,0.4215,"('timothy olyphant', 'PERSON')",1
Facebook posts,el rey de dinamarca iza la bandera de palestina,pants-fire,47,9,4.333333333333333,3.0,3.0,3.0,3.0,3.0,0.0,"('el rey de dinamarca', 'ORG'), ('la bandera de', 'ORG')",2
Viral image,the king of denmark waved the palestinian flag from the balcony in support of palestine,pants-fire,87,15,4.866666666666666,11.0,11.0,11.0,11.0,11.0,0.4019,"('palestinian', 'NORP')",1
Instagram posts,george soros is a roaring  cold blooded nazi sociopath,pants-fire,54,9,5.0,9.0,9.0,9.0,9.0,9.0,0.0,"('george soros', 'PERSON'), ('nazi', 'NORP')",2
Facebook posts,jay z paid more than     million to country radio stations to play beyonc  songs so she d top the billboard country charts,pants-fire,122,22,4.363636363636363,16.0,16.0,16.0,16.0,16.0,0.539,"('jay', 'PERSON')",1
Instagram posts,video proves all sizes of starbucks  paper drink cups hold the same amount of liquid,pants-fire,84,15,4.6,13.0,13.0,13.0,13.0,13.0,0.0,,0
Facebook posts,images show beyonc  at the      met gala,pants-fire,40,7,4.0,6.0,6.0,6.0,6.0,6.0,0.0,,0
Facebook posts,viral images show lady gaga at the      met gala,pants-fire,48,9,3.888888888888889,8.0,8.0,8.0,8.0,8.0,0.0,,0
Facebook posts,white house press secretary karine jean pierre said the united states and ukraine won world war ii,pants-fire,98,17,4.823529411764706,16.0,16.0,16.0,16.0,16.0,0.3818,"('white house', 'ORG'), ('karine jean', 'PERSON'), ('the united states', 'GPE'), ('ukraine', 'GPE'), ('world war ii', 'EVENT')",5
Viral image,video proves the moon landing was a hoax,pants-fire,40,8,4.125,8.0,8.0,8.0,8.0,8.0,-0.2732,,0
Facebook posts,image shows rihanna at the      met gala,pants-fire,40,7,4.142857142857143,6.0,6.0,6.0,6.0,6.0,0.0,,0
Facebook posts,images show katy perry at the      met gala,pants-fire,43,8,3.875,7.0,7.0,7.0,7.0,7.0,0.0,"('katy perry', 'PERSON')",1
Viral image,a university professor said on x   misgendering a pet can result in serious microsubconscious distress,pants-fire,102,15,5.733333333333333,12.0,12.0,12.0,12.0,12.0,-0.5719,,0
Facebook posts,video shows a mother encouraging her son  who identifies as a cat to use the litter box at school,pants-fire,97,19,4.105263157894737,14.0,14.0,14.0,14.0,14.0,0.5267,,0
Facebook posts,an executive order proves president joe biden  isn t real and isn t president,pants-fire,77,14,4.5,13.0,13.0,13.0,13.0,13.0,0.0,"('joe biden  isn', 'PERSON')",1
Viral image,four people  tested positive  after a texas pool was  infected with aids,pants-fire,72,12,4.833333333333333,9.0,9.0,9.0,9.0,9.0,0.1027,"('four', 'CARDINAL'), ('texas', 'GPE')",2
Facebook posts,video muestra a alexa diciendo que los siete libros ap crifos agregados a la biblia por la iglesia cat lica son  historia inventada y manipuladas que solo hablan de brujer a  idolatr a y consulta a los muertos,pants-fire,209,38,4.473684210526316,35.0,35.0,35.0,35.0,35.0,0.0,"('los siete libros', 'ORG'), ('la iglesia', 'GPE'), ('lica son', 'PERSON'), ('historia inventada', 'PERSON'), ('manipuladas', 'PERSON'), ('hablan de brujer', 'PERSON')",6
Facebook posts,as of april      there was active military in     u s  cities awaiting a supreme court announcement  that will rock the world  and trigger cabal deep state planned protests,pants-fire,172,28,4.75,21.0,21.0,21.0,21.0,21.0,0.6597,"('april      ', 'DATE'), ('supreme court', 'ORG')",2
Facebook posts,video muestra al dr  juan rivera hablando sobre  un nuevo tratamiento para la prostatitis ha captado gran atenci n recientemente en el congreso americano de urolog a,pants-fire,165,27,5.074074074074074,23.0,23.0,23.0,23.0,23.0,0.34,"('al dr  juan rivera', 'PERSON'), ('hablando sobre', 'PERSON'), ('un', 'ORG'), ('para la', 'FAC'), ('captado gran', 'PERSON'), ('el congreso americano de', 'ORG')",6
Viral image,time magazine  gave president trump devil horns  on the cover,pants-fire,61,10,5.0,9.0,9.0,9.0,9.0,9.0,-0.6597,"('time', 'ORG')",1
Sean Hannity,president joe biden was  ignored by virtually everyone  at a pittsburgh area gas station,pants-fire,88,14,5.214285714285714,12.0,12.0,12.0,12.0,12.0,-0.3182,"('joe biden', 'PERSON'), ('pittsburgh', 'GPE')",2
Threads posts,cnn reported  trump soils himself in court,pants-fire,42,7,5.0,5.0,5.0,5.0,5.0,5.0,0.0,"('cnn', 'ORG')",1
Facebook posts,photo shows hillary clinton holding an anti donald trump t shirt,pants-fire,64,11,4.909090909090909,11.0,11.0,11.0,11.0,11.0,-0.3182,"('hillary clinton', 'PERSON')",1
Facebook posts,video shows tucker carlson discussing a diabetes cure created with pfizer and certified by the fda,pants-fire,98,16,5.1875,13.0,13.0,13.0,13.0,13.0,0.25,"('tucker carlson', 'PERSON'), ('fda', 'ORG')",2
Facebook posts,dr  mehmet oz promoted a weight loss supplement that can be added to coffee,pants-fire,75,14,4.357142857142857,11.0,11.0,11.0,11.0,11.0,0.128,"('dr  mehmet', 'PERSON')",1
Facebook posts,photo shows former president barack obama wearing an anti donald trump t shirt,pants-fire,78,13,5.076923076923077,13.0,13.0,13.0,13.0,13.0,-0.3182,,0
Facebook posts,reba mcentire faces serious charges,pants-fire,35,5,6.2,5.0,5.0,5.0,5.0,5.0,-0.34,"('reba mcentire', 'ORG')",1
Facebook posts,morton salt and other plain and iodized table salts contain     sand and     glass that cut up  your arterial and venous network and that s how you get high blood pressure,pants-fire,171,30,4.433333333333334,20.0,20.0,20.0,20.0,20.0,-0.5106,"('morton salt', 'PERSON')",1
Facebook posts,la diabetes desaparece por s  sola en   noches   no se necesitan inyecciones ni medicamentos costosos,pants-fire,101,15,5.466666666666667,14.0,14.0,14.0,14.0,14.0,-0.296,"('medicamentos costosos', 'PERSON')",1
Viral image,joe biden gave his used face mask to stephen breyer,false,51,10,4.2,8.0,8.0,8.0,8.0,8.0,0.0,"('joe biden', 'PERSON'), ('stephen breyer', 'PERSON')",2
Tyler Lee,ice has been illegally releasing immigrants  in huntersville  nc   at big box retail locations  feds aren t notifying anyone  just making secret drops at  am,false,157,25,5.04,21.0,21.0,21.0,21.0,21.0,0.0,,0
Ronna McDaniel,we ve had two members engage in a democrat led persecution of ordinary citizens who engaged in legitimate political discourse,false,125,20,5.3,14.0,14.0,14.0,14.0,14.0,0.6249,"('two', 'CARDINAL'), ('democrat', 'NORP')",2
Facebook posts,turkey  brazil  britain  sweden  spain  czech republic  mexico  el salvador  japan and singapore canceled all covid    quarantine procedures  testing and compulsory vaccination and are considering covid     just a seasonal flu,false,226,30,6.033333333333333,27.0,27.0,27.0,27.0,27.0,-0.3818,"('turkey', 'GPE'), ('brazil', 'GPE'), ('britain', 'GPE'), ('sweden', 'GPE'), ('spain', 'GPE'), ('czech republic', 'GPE'), ('mexico', 'GPE'), ('el salvador', 'GPE'), ('japan', 'GPE'), ('singapore', 'GPE')",10
Mauro Garza,they call  jan     an insurrection   but  were fbi agents used as political agitators,false,85,13,5.0,9.0,9.0,9.0,9.0,9.0,-0.631,"('jan', 'CARDINAL'), ('fbi', 'ORG')",2
Viral image,a walmart in dickson city  pennsylvania  ran out of food,false,56,10,4.5,7.0,7.0,7.0,7.0,7.0,0.0,"('dickson city', 'GPE'), ('pennsylvania', 'GPE')",2
NaturalNews.com,food crops can be engineered right now based on existing technology to cause infertility in black people alone,false,110,18,5.166666666666667,14.0,14.0,14.0,14.0,14.0,-0.25,,0
Jonathon Moseley,it s not illegal to go inside the capitol  as the oath keepers and other jan    rioters did,false,91,18,3.888888888888889,13.0,13.0,13.0,13.0,13.0,0.4449,,0
Watts Up With That,facebook is spamming all climate articles by misleading readers about  the accuracy of climate models,false,101,15,5.733333333333333,12.0,12.0,12.0,12.0,12.0,-0.7003,,0
Facebook posts,few  if any  doses of spikevax or comirnaty available in united states  despite fda approvals,false,93,15,5.066666666666666,10.0,10.0,10.0,10.0,10.0,0.4215,"('united states', 'GPE'), ('fda', 'ORG')",2
Facebook posts,stimulus checks were due on jan,false,31,6,4.333333333333333,5.0,5.0,5.0,5.0,5.0,0.0,"('jan', 'CARDINAL')",1
Facebook posts,pennsylvania had     million mail in votes that the court of appeals of pa held to be unconstitutional  umm that alone means biden lost pa,false,138,24,4.583333333333333,17.0,17.0,17.0,17.0,17.0,-0.5106,"('pennsylvania', 'GPE')",1
Facebook posts,a photo shows a crash in eminence  indiana,false,42,8,4.25,7.0,7.0,7.0,7.0,7.0,-0.4019,"('eminence', 'GPE'), ('indiana', 'GPE')",2
Facebook posts,says johns hopkins virologist  james kelly  said the covid    vaccine  discriminates  divides  and judges society as it is,false,122,18,5.388888888888889,15.0,15.0,15.0,15.0,15.0,0.0,"('johns hopkins', 'ORG'), ('james kelly', 'PERSON')",2
Instagram posts,canadian prime minister justin trudeau pays mainstream media      million to report in favor of him,false,99,15,5.333333333333333,10.0,10.0,10.0,10.0,10.0,0.4019,"('canadian', 'NORP'), ('justin trudeau', 'PERSON')",2
Bloggers,dr  phil and other celebrities are endorsing cbd gummies,false,56,9,5.222222222222222,8.0,8.0,8.0,8.0,8.0,0.0,"('dr  phil', 'PERSON')",1
X posts,research from japan shows  ivermectin is effective against omicron in phase iii trial,false,85,13,5.538461538461538,10.0,10.0,10.0,10.0,10.0,0.4767,"('japan', 'GPE'), ('ivermectin', 'PERSON')",2
Facebook posts,the simpsons  predicted canada s trucker convoy protest,false,55,8,5.875,8.0,8.0,8.0,8.0,8.0,-0.25,,0
Instagram posts,the convoy in canada has made the guinness book of world records for the longest convoy,false,87,16,4.5,13.0,13.0,13.0,13.0,13.0,0.0,"('canada', 'GPE')",1
Viral image,picture shows the  freedom convoy  trucks in canada,false,51,8,5.25,7.0,7.0,7.0,7.0,7.0,0.6369,"('canada', 'GPE')",1
Viral image,over     of the country believes that  the       election was fraudulent  that number was around     a year ago,false,111,17,4.647058823529412,12.0,12.0,12.0,12.0,12.0,-0.4404,"('a year ago', 'DATE')",1
Facebook posts,british data show the covid shots are an abysmal failure  as covid infection rates in the u k  are higher among the  fully vaccinated  in all adult cohorts,false,155,28,4.428571428571429,24.0,24.0,24.0,24.0,24.0,-0.5106,"('british', 'NORP')",1
