Politician,Quote,Image URL
Facebook posts,video shows a family learning their debt was resolved by the  american debt relief program  for american citizens and legal residents who  have over          in credit card debt,false
Facebook posts,a partir de ahora la milicia de hamas se vio obligada a rendirse al ej rcito israeli  ondeando sus banderas blancas,false
Social Media,the wall street journal reported that the oct     gaza hospital explosion was caused by an american missile,false
Facebook posts,benjamin netanyahu dijo que lanzar  una bomba nuclear a gaza,false
TikTok posts,thousands of u s  troops make their way to israel  in video,false
Instagram posts,video shows  egyptians delivering food and water to gaza  in october,false
Facebook posts,president joe biden declared a federal emergency and deployed the national guard in october,false
Facebook posts,a video shows president joe biden invoking the selective service act,false
TikTok posts,este video muestra  la franja de gaza  en llamas,false
Facebook posts,egypt is now at war with israel,false
Facebook posts,cries of victory in israel   gaza now belongs to israel  hamas surrenders desperately,false
Instagram posts,a debit card issued by the united nations high commissioner for refugees is being used to pay for a u s  invasion,false
Viral image,video shows an  inflatable decoy plane  at the kabul airport in,false
Social Media,a video shows red flares and fireworks going off in gaza,false
Facebook posts,the emir of qatar  sheikh tamim bin hamad al thani  has threatened that if the bombing of gaza does not stop  he will cut off the supply of gas to the world,false
Facebook posts,la esfera de las vegas se ilumina con la bandera de israel,false
X posts,the las vegas sphere displayed an israeli flag,false
Viral image,video shows recent violence in israel and gaza is  fake,false
Instagram posts,a cnn reporter  faked  being near the israel gaza border,false
Viral image,video shows u s  navy pilots arriving in palestine,false
Facebook posts,estados unidos lanza el primer ataque hacia medio oriente  despu s del ataque de hamas a israel,false
Facebook posts,video muestra  cami n de la onu traficando con ni os  en senegal,false
Facebook posts,este video muestra un  contraataque israel   hacia hamas en gaza,false
Viral image,video shows cnn  faking attack in israel on the camera,false
Instagram posts,video shows the secret service failing to protect kamala harris after she became vice president,false
Donald Trump,sadly  american taxpayer dollars helped fund these attacks  which many reports are saying came from the biden administration,false
Facebook posts,un video muestra c mo la  fuerza a rea de israel ataca gaza  en octubre de,false
Facebook posts,russian president vladimir putin  warns  global terrorist  klaus schwab his  days are numbered,false
Viral image,video shows israel s iron dome intercepting rockets hamas fired in october,false
Facebook posts,video shows hamas launching a  rocket attack,false
Facebook posts,video shows will smith and jada pinkett smith advertising         health spending cards,false
Social Media,the u s  is sending    billion worth of military aid to israel,false
Instagram posts,klaus schwab announces the end of car ownership,false
Facebook posts,justin trudeau s plane was filled with cocaine when he landed in india for the g   summit,false
TikTok posts,video shows pro palestine march in chicago on oct,false
Viral image,former president donald trump said   israel has hypnotized the world,false
Viral image,video shows  second night of missiles attacks against israel,false
Instagram posts,video shows hamas militants  dressing up as jewish soldiers  to create propaganda,false
Facebook posts,video shows military planes over nashville  dispersing materials into the atmosphere  for geoengineering,false
Instagram posts,images of burned cars in lahaina  hawaii  are evidence wildfires there were started by directed energy weapons,false
TikTok posts,los angeles dodgers stadium is flooded after mocking god,false
TikTok posts,maui  hawaii  police chief arrests  witnesses  in part of wildfire cover up,false
Social Media,a video showed president joe biden falling asleep during an event with the maui  hawaii  wildfire survivors and families,false
Facebook posts,video shows  articles of impeachment to be filed against president joe biden today,false
Facebook posts,wef admits maui wildfires orchestrated to transform hawaii into    minute cities,false
Facebook posts,la vacuna contra covid     contiene  xido de grafeno  y para desintoxicarte toma  di xido de cloro,false
Instagram posts,hawaii is being attacked by direct energy weapons,false
Donald Trump,fulton county district attorney fani willis  campaigned and raised money on   i will get trump,false
Social Media,a book published aug     about the maui wildfires is proof the wildfires were planned,false
Joe Biden,i ve already  declared a national climate emergency,false
Maria Bartiromo,the fda is now saying that it s ok to take ivermectin if you have covid,false
Facebook posts,the federal government has just declared a major food shortage emergency  in six states,false
Instagram posts,video shows hawaii gov  josh green  wants to turn lahaina maui into state lands  all planned for smart city,false
Facebook posts,wildfires do not completely burn out cars  glass and all  yet leaving nearby trees and utility poles still standing upright,false
Instagram posts,maui fires are part of an intentional effort to rebuild the island into a  smart island,false
The Gateway Pundit,police report shows  massive      voter fraud uncovered in michigan,false
Instagram posts,bud light billboard says  lol crybabies,false
Facebook posts,photos show people wearing ku klux klan hoods in the mini mart owned by someone involved in the montgomery riverfront brawl,false
Instagram posts,photos are proof that hawaii fires were caused by a  direct energy weapon assault on the people,false
Facebook posts,fox news reported on  an energy saving device that can save     of electricity  from elon musk,false
Bloggers,the united nations has warned christians that if we do not fully accept the legalization of pedophilia that we will be excluded from participating in society,false
Bloggers,putin bans  g across russia  destroys all towers,false
Facebook posts,country singer jason aldean sued  the view  co host whoopi goldberg,false
Instagram posts,wef chairman klaus schwab openly calls for ai technology to replace democratic elections,false
Viral image,golfer john daly commented on soccer player megan rapinoe  choking  during the world cup,false
Donald Trump,they are trying to make it illegal to question the results of a bad election,false
Instagram posts,california passed a law  reducing penalties for oral  anal sex with willing children,false
Donald Trump,during biden s first    months in office  just     million new jobs were created  and by contrast  during my first    months in office we created     million new jobs,false
Facebook posts,ahora resulta que la corporaci n de juguetes mattel  lanza una  barbie bafomet   para complacer a la estrenada sociedad de la iglesia sat nica en eeuu,false
Tim Scott,there have been more illegal encounters under biden than the previous two administrations combined,false
Instagram posts,when bill nye said  the earth is a closed system   he suggested space exploration is impossible,false
Facebook posts,beyonc   is a defendant in a major human trafficking case,false
Facebook posts,joe  biden just gets up and leaves during a live tv interview,false
TikTok posts,biden elimina  tr fico sexual de menores  como una de las prioridades del departamento de justicia de su gobierno,false
TikTok posts,a las personas que van a ver  sound of freedom   en medio de la pel cula se les va la luz  les hacen unas alarmas de bomberos o simplemente dicen que tienen que evacuar,false
Facebook posts,luke bryan pulls his videos from cmt   time for the bud light treatment,false
Viral image,hank williams jr resigns from cmt s board of directors   i support jason aldean,false
Instagram posts,a pfizer warehouse full of covid vaccines was just destroyed by a tornado in north carolina,false
Instagram posts,klaus schwab  publicly admitted he is planning to implement china style forced covid lockdowns all over the world during the  next pandemic,false
X posts,espn soccer analyst shaka hislop collapsed on air because of the covid    vaccine,false
Facebook posts,minutes ago  mel gibson cries for protection from hollywood elite after sound of freedom,false
X posts,potentes explosiones en planta qu mica de luisiana   estados unidos  causando alerta roja por radiaci n en la zona donde se orden  evacuar a toda la poblaci n,false
Facebook posts,two pipeline workers in the chicago area were given fentanyl laced water bottles,false
Facebook posts,photos show children wearing satanic clothing and participating in a satanic club,false
Facebook posts,under the       solar incentive program   u s  homeowners can  now qualify to get a full  state of the art solar system at absolutely no cost from the government,false
Instagram posts,helicopter released deadly mosquitoes  at baltimore s afram festival,false
Ron DeSantis,in some liberal states  you actually have post birth abortions,false
Marjorie Taylor Greene,prosecutor jack smith  only targets republicans,false
Facebook posts,video shows that  george soros is going bankrupt,false
Facebook posts,photo shows  the oldest man in the history of mankind  recorded by guinness world records,false
Facebook posts,walmart must refund      customers,false
Viral image,the las vegas sphere displayed a derogatory message directed at president joe biden,false
Instagram posts,videos show planned parenthood  aiding sex traffickers in their crimes,false
Viral image,the world economic forum  says cbdcs must be  implanted under your skin  if you want to participate in society,false
Instagram posts,the world economic forum  launches  mark of the beast  cbdc microchip that will  end gun ownership in america,false
Instagram posts,the tornado that destroyed a pfizer building in north carolina was orchestrated using weather manipulation to provide  an insurance claim for big pharma,false
Facebook posts,video shows that royal canadian mounted police investigators determined that  dozens of wildfires in canada  were caused by arson in,false
Facebook posts,walmart is selling bicycles for       instead of recycling them,false
Facebook posts,ltimas noticias  de  congelamiento extremo  en estados unidos,false
Instagram posts,video of howling people in germany shows  trans species rights  protest,false
Facebook posts,video shows footage of recent violence in israel,false
Facebook posts,footage shows  palestinian freedom fighters shot down   israelis fighter jets,false
Instagram posts,video shows iranian lawmakers chanting  death to america  in,false
Facebook posts,video shows  israeli air force striking terror targets in gaza  in october,false
Viral image,video shows hamas  paraglided amongst israeli citizens and proceeded to massacre them,false
Instagram posts,israel just bombed and destroyed  st  porphyrius church in gaza on oct,false
Tricia Cotham,the north carolina state budget includes  the largest cut in our personal income tax that we ve ever seen,false
Gwen Moore,thanks to negotiating drug prices  our seniors  instead of paying      a month for drugs  are paying no more than    cents,false
Nikki Haley,joe biden  put    million people on medicaid who aren t even eligible  then stopped states from taking them off,false
TikTok posts,an abc news headline said   journalist covering the hunter biden case dies after being shot   times,false
Instagram posts,bill gates mrna  air vaccine  approved for use against non consenting humans,false
Facebook posts,new york attorney general letitia james and judge arthur engoron valued mar a lago at     million,false
Jesse Watters,james biden s text message to hunter biden that says   i can work with you r  father alone   shows that joe biden was  in business  with hunter biden,false
Instagram posts,flu shot ingredients include aborted human cell cultures  monkey kidney cells and antifreeze,false
Joe Biden,under the obama biden administration  we invested hundreds of millions of dollars in the state of florida replacing wooden power poles with steel poles and we buried these electric lines,false
Facebook posts,video shows president joe biden admitting  shady role in maui fires,false
Viral image,cdc admits it faked     of covid deaths to scare public into taking vaccine,false
Facebook posts,a new deadly pandemic is at our doorstep,false
Instagram posts,fda wants to replace salt with bill gates  new mrna fake salt,false
Donald Trump,when i took office   the auto industry was on its knees gasping its last breath   trump administration  tariffs and taxes saved the american auto industry from extinction,false
Facebook posts,oprah freaks out after    kids are finally found on maui,false
Facebook posts,man cuts off wife s head after dna test proved none of   kids are his own,false
Instagram posts,bill gates  people who resist  mrna tsunami  will be excluded from society,false
Facebook posts,video shows magnetic meat for sale in u s  grocery stores,false
Facebook posts,katie hobbs no longer governor of arizona,false
Facebook posts,campaign finance disclosures showed fulton county district attorney fani willis took part in a  massive money laundering and election fraud  scheme,false
Instagram posts,burisma energy accountant  who blew the whistle on biden bribery scheme  found dead,false
Facebook posts,nato troops deployed to ukraine,false
Facebook posts,video shows former first lady michelle obama  accidentally reveals what really happened to their chef,false
Facebook posts,video shows the state of  great britain now   with         people under the water,false
Facebook posts,surfistas en california aprovechan las fuertes marejadas del hurac n hilary  para sus pr cticas deportivas,false
Facebook posts,la proposici n    en california dice  cualquier persona que trate de robar art culos con un valor menos de      no ser n llevados a la c rcel  ni ser n penados por ning n tipo de ley,false
Viral image,photo shows someone stealing less than      of goods in california,false
Facebook posts,shots fired t l hanna high school   seriously injured,false
Instagram posts,women vaccinated against covid    face  unknown side effects that could perpetually go down through the lineage  to their children,false
Facebook posts,tafari campbell was  murdered,false
Facebook posts,el libro  fire   fury   sali  un d a despu s del fuego en hawaii   esto es m s evidencia de que todo fue planificado,false
Facebook posts,as of aug       luis rubiales has resigned as the president of the spanish football federation,false
Instagram posts,america s c   cities will ban meat  dairy  new clothes  private cars by,false
Vivek Ramaswamy,vice president mike pence on jan           could have approved the      electoral votes on the condition that congress pass an overhaul of election law,false
Instagram posts,oprah started the fire,false
Facebook posts,mom of barack obama s chef speaks out to expose obama family,false
Instagram posts,bodies have washed up on lanai,false
Facebook posts,judge cannon been ordered to disqualify herself in trump s case,false
Facebook posts,malaysian doctor put to death for giving covid injection under the  nuremberg  code,false
Instagram posts,the world health organization said there is  a possible causal relationship  between covid    vaccines and multiple sclerosis,false
Facebook posts,fema and red cross are  confiscating  donations meant for hawaii wildfire victims,false
Facebook posts,smart city plans are behind wildfires in tenerife,false
Instagram posts,fauci declares that all unvaccinated citizens must be locked down this winter,false
Viral image,trump says biden is an alien,false
Viral image,fox news reported that california gov  gavin newsom said former president donald trump  is not eligible for future presidential elections   has asked the california s state assembly to pass a bill that will remove trump s name on any future ballots,false
Viral image,celebrities are  painting their maui properties the same weird shade of blue,false
Facebook posts,lucky charms contains an unsafe amount of cleaning compound trisodium phosphate,false
TikTok posts,el incendio forestal en maui  hawai  fue provocado por un arma  l ser  para crear una nueva ciudad tecnol gica,false
Facebook posts,former president barack obama  reacts to chef s wife blaming him for the death of her husband talafi cambell,false
Instagram posts,u s  navy seals rescued     children who were being kept as sex slaves on a barge in san francisco bay,false
Facebook posts,there has been zero response from local  regional or federal officials  to aid people affected by the maui  hawaii  wildfires,false
Instagram posts,images of blue things that weren t burned in hawaii are evidence directed energy weapons started the wildfires there,false
Kamala Harris,there are polls that also say i have great approval ratings,false
Viral image,video shows a man interrupting republican presidential candidate will hurd on  the view,false
Viral image,video shows president joe biden falling asleep  on live tv,false
Donald Trump,says gov  ron desantis  opposed my china tariffs and he heartlessly opposed      billion for farm relief  which was paid for by china,false
TikTok posts,disease x  is  the next plandemic,false
Instagram posts,fbi director wray confirms joe biden is under criminal investigation for ukrainian bribes by the u s  attorney in delaware then tries to backpedal,false
Facebook posts,we re seeing two massive explosions on u s  critical infrastructure in the past    hours that have caused power outages,false
Instagram posts,a lot of your chain food restaurants have been using  lab grown meat  for years,false
Facebook posts,video shows that attorney general merrick garland  cries like kid after taylor greene calls out stupid  trump s arraignment,false
Instagram posts,nations agree to abolish farming in order to save the planet,false
Facebook posts,una aguja puede salvar la vida de una persona teniendo un derrame cerebral,false
Facebook posts,carne sint tica impresa en  d para todo el mundo la nueva orden de la onu para preservar el planeta,false
Instagram posts,nicole schwab said   permanent climate lockdowns coming   whether you like it or not,false
Jack Posobiec,judge tanya chutkan  is the only federal judge in washington  d c   who has sentenced jan    defendants to sentences longer than the government had requested,false
Instagram posts,people who received covid    vaccines can  detoxify  their bodies from the spike protein,false
Facebook posts,the white house delivered an  official statement  july    that we  need to be getting prepared for something big to happen  potentially to our critical infrastructure,false
TikTok posts,a new law allows people to permanently erase unpaid debt older than two years from their credit records,false
Instagram posts,joe biden no sab a que esta mujer estaba grabando y puedes escucharlo olfatear agresivamente a su peque o hijo,false
Instagram posts,skin cancer is a relatively new phenomenon in the last    years or so,false
Instagram posts,former president barack obama  removed         pedophiles from background check database,false
Instagram posts,photos of barack obama golfing with bandaged fingers are proof of his involvement in tafari campbell s death,false
Facebook posts,there was a recent attempt to assassinate donald trump in reno  nevada,false
Facebook posts,says bill gates said   we re taking things that are genetically modified organisms  and we re injecting them into little kids  arms  in the context of the covid    pandemic,false
Facebook posts,doctors in the netherlands  ordered  to euthanize  citizens with autism and other minor disabilities  even if the patient does not currently express any desire to die,false
Social Media,estas im genes muestran a lebron james vestido de rosa para la pel cula  barbie,false
Instagram posts,a wind turbine must  spin continually for over four years just to replace the energy it took to manufacture it,false
Lizzo,the government just stated under oath that they are in possession of ufos and nonhuman alien bodies,false
Social Media,these images show lebron james dressed in pink for the  barbie  movie,false
Instagram posts,senator mitt romney threatens to leave the republican party and join democrats,false
Virginia Foxx,immigrants are supposed to  apply for asylum in the country where they are  and then they try to come into the united states,false
TikTok posts,tejas  florida y otros estados acaban de anunciar que le dar n papeles a todos los inmigrantes indocumentados,false
Facebook posts,in switzerland  it is illegal to flush the toilet after    p m  in apartments to avoid disturbing neighbors,false
Viral image,video shows elon musk  urging everyone in the uk to take advantage of this great opportunity before the big banks close completely,false
Facebook posts,video shows a senate committee hearing witness who  cries to josh hawley for  no jailtime,false
Fox News Channel,gender queer on nea summer reading list for kids,false
Viral image,biden is impeached    finally  for high crimes and misdemeanors,false
Facebook posts,deaths of four alternative medicine doctors show they are being targeted for their ideas,false
X posts,footage of nuclear explosions proves that  nukes are fake,false
Facebook posts,a video shows disney is opening pediatric transgender clinics,false
Instagram posts,video shows joe biden leaning in and sniffing a child,false
Instagram posts,protestors in france have released animals from the zoo,false
Facebook posts,bibles banned in california moves one step closer to evil reality,false
Facebook posts,justin trudeau is being investigated by the  royal canadian mounted police,false
Facebook posts,ovnis desenterrados en rusia,false
TikTok posts,ovni estrellado en el caribe,false
Threads posts,elon musk tweeted that he  just downloaded threads  and it  sucks,false
Facebook posts,bill gates is behind the five recent cases of malaria in the united states,false
Facebook posts,france said it would shut down internet services  to control the riots,false
Facebook posts,el multimillonario elon musk ha anunciado que su futura esposa ser  catanella  la primera chica rob tica que ha creado usando inteligencia artificial,false
TikTok posts,joe biden launched unarmed nuclear bombs as a  russia threat,false
Facebook posts,netflix estren  una pel cula del titan el    de junio,false
Facebook posts,onu ordena despenalizar a los  ped filos,false
Facebook posts,nasa warns of  internet apocalypse   which  means they can execute the great reset in silence without anyone knowing it,false
Instagram posts,video suggests covid    vaccines are responsible for breast cancer deaths in women under age    rising from        in      to         in,false
Instagram posts,the day before      the pentagon reported      trillion missing,false
Facebook posts,kevin mccarthy  announces impeachment proceeding for biden regime,false
Robert F. Kennedy Jr.,atrazine in the water supply is contributing to  sexual dysphoria  in kids,false
Facebook posts,los cinco tripulantes del sumergible titan  estan vivos,false
Facebook posts,se filtran audios de millonarios diciendo ayuda desesperados  en el sumergible titan,false
Facebook posts,fotos muestran ropa con motivos sat nicos en las tiendas target en,false
Viral image,president joe biden fell asleep during a meeting with israeli president isaac herzog,false
Viral image,elon musk tweeted  looking into this  in response to a claim that the  kkk never did anything wrong to black people,false
Instagram posts,photo shows a highway in houston,false
Viral image,photo shows former president donald trump and jeffrey epstein on a couch with girls,false
Facebook posts,si lleva m s de   meses viviendo en estados unidos puede solicitar implantes dentales sin coste alguno,false
Viral image,actor mark wahlberg said  hollywood pedophiles have  nowhere left to hide,false
Instagram posts,former fbi agent ted gunderson was murdered,false
Facebook posts,congreso de eeuu autoriza  congelar   mil millones de rusia para defensa de ucrania,false
Facebook posts,photos show target is pushing  evil agenda  on kids,false
Instagram posts,florida to ban mrna vaccines as credible evidence of biological weapons,false
David Wolfe,stop getting mammograms immediately as they are outdated and dangerous   thermography  is a safer way to test for breast cancer,false
David Harris Jr.,the u s  justice department removed international child sex trafficking from its  list of offenses that deserve a high degree of attention,false
Facebook posts,video shows sen  ted cruz asking the supreme court to file charges against an aide to attorney general merrick garland,false
Facebook posts,video shows  truth  that fungus may be the  next government project,false
Instagram posts,health professionals are being  urged  to call vaginas  bonus holes  to avoid offending transgender or nonbinary patients,false
Instagram posts,video shows neil degrasse tyson describing how nasa faked the moon landing,false
Viral image,video shows a girl hitting former vice president mike pence in the head with a water balloon,false
Facebook posts,miss usa boycotts miss universe pageant   i m not competing against a man,false
TikTok posts,amc is intentionally deterring people from seeing  sound of freedom  with no a c  fire alarms and other issues,false
Instagram posts,joe biden announced that the u s  dollar will now become cryptocurrency,false
Instagram posts,donald trump arrested  july,false
Instagram posts,biden points and waves to nobody again,false
Instagram posts,french president macron has declared a total ban on social media reporting of events in france,false
Facebook posts,police say thousands of people witnessed a  demonic portal opening above white house,false
Facebook posts,the sand storm headed our way is an attempt by bill gates to block out the sun,false
Facebook posts,video shows  breaking news  because  president trump just dropped a bombshell,false
Instagram posts,video of hunter biden at the white house was taken on the  same day they found cocaine,false
Facebook posts,free dental implants  are available  through dental grants,false
Facebook posts,nuevo programa de green card  aprobado,false
Facebook posts,a video shows people holding up their phones to film president joe biden  but  every phone there is turned off,false
Facebook posts,estados unidos en peligro advierte el presidente y llama a todos a defender el alma de estados unidos,false
Facebook posts,the best type  of drinking water is h o   from fruits   a more structured form of water,false
Instagram posts,says a report shows that  ventilators killed nearly all covid patients,false
Instagram posts,covid    vaccines administered during pregnancy drove an increase in cases of myocarditis in babies,false
Matt Walsh,tuck friendly  bathing suits at target  are available in kids  sizes,false
Instagram posts,a bill in connecticut that changes the definition for  sexual orientation  would protect  minor attracted persons  from discrimination,false
Facebook posts,la gente que se sube al coche manteniendo las ventanas cerradas inevitablemente aspirar  en r pida sucesi n excesivas cantidades  de benceno,false
Instagram posts,u s  military is now testing soldiers for aids  after dod database reports      increase in hiv since the covid vaccine rollout,false
Facebook posts,cnn announces today there will be no more live audiences at town halls,false
Facebook posts,canadian prime minister justin trudeau posed improperly with south korean national assembly speaker kim jin pyo because he  had a bit too much to drink,false
TikTok posts,chinese communist  troops on the ground at u s  southern border,false
TikTok posts,this video shows empty shelves at a florida grocery store because truckers said  they were not delivering anything to florida,false
Facebook posts,el congreso ha aprobado un seguro de salud gratis con cobertura m dica  dental y de visi n,false
TikTok posts,a european study has found covid vaccines could be causing  long term brain damage,false
Instagram posts,pregnant women getting the tdap vaccine  voluntarily are quite literally the experiment,false
X posts,just in  a massive caravan of illegal aliens is forcing their way into the us,false
Facebook posts,fednow is a new  monetary system  that s  going to cost you,false
Instagram posts,we are about   degree celsius above the coldest it s been in the last        years  and  that s why we shouldn t be panicking,false
The Gateway Pundit,new washington state law allows  government to take away minors from parents if they refuse to agree to gender transition surgery,false
Facebook posts,jamie foxx is on life support in icu at this hour   family is preparing for the worst,false
X posts,photo shows former president donald trump  in the hood,false
X posts,ncaa strips lia thomas of national championship after  unfavorable  test results,false
Instagram posts,video shows pfizer agreed to pay      billion in a health care fraud settlement involving covid    vaccines,false
X posts,california has approved      million in reparations for every black resident,false
Facebook posts,hillary clinton has parkinson s disease,false
Viral image,video shows fox news host sean hannity saying an impostor is pretending to be president joe biden,false
Viral image,nasa is  just a film studio  and all they do are movies,false
Facebook posts,the sun prevents skin cancer,false
TikTok posts,este video muestra  gente saliendo de florida por nueva orden que se aprob  ley antimigrante,false
Viral image,video shows elon musk saying  i just unbanned president trump s twitter and i already have crybaby liberals threatening to quit twitter,false
Facebook posts,emergency stimulus loans  are finally available to u s  citizens up to        even with poor credit,false
Facebook posts,breaking trump quietly announces hillary s prosecution is moving forward,false
Instagram posts,video shows people collapsing because of covid    vaccines,false
X posts,a minnesota lawmaker introduced a bill that would make it  illegal to discriminate against child rapists,false
Facebook posts,former president barack obama was arrested after his campaign  took     million illegally from commie china fugitive,false
TikTok posts,the world economic forum and the united nations have  ordered world governments to ration people s water supply,false
Donald Trump,a florida elections bill  guts everything   instead of getting tough  and doing what the people want  same day voting  voter id  proof of citizenship  paper ballots  hand count  etc,false
Facebook posts,el nuevo whatsapp de       permite  ver con qui n est n hablando tus contactos en vivo,false
Facebook posts,the ocean is  flat  and  contained  by land features that jut up from a flat  not spherical  earth,false
Instagram posts,healthy pilots are suffering from myocarditis and dropping dead on flights  because of the covid    vaccines,false
Facebook posts,when fentanyl burns it smells like popcorn,false
Instagram posts,chick fil a  donates another      million to anti lgbtq groups   backtracking on its promise not to,false
Facebook posts,este video ense a  las primera palabras  de gustavo petro junto a joe biden,false
Facebook posts,israel is banning christianity,false
Instagram posts,food production companies have been destroyed  as part of conspiracy,false
Instagram posts,dr  anthony fauci  admits that mask mandates were a broad spectrum failure,false
Facebook posts,los pr stamos de est mulo de         finalmente est n aqu,false
Instagram posts,brain aneurysms are a  serious and common covid    mrna vaccine injury in young people,false
TikTok posts,people are participating in  national rape day   on april,false
Instagram posts,bill gates is coating your organic produce with a  dangerous chemical,false
Instagram posts,u n  calls for decriminalizing sex with minors,false
Instagram posts,scientists struggle to understand why antarctica hasn t warmed for over    years despite rise in co,false
Facebook posts,la reserva federal  present  su nuevo sistema de pagos que va a sustituir al sistema bancario actual,false
Facebook posts,extraterrestres reales de visita,false
Facebook posts,a video proves that  our own government is acknowledging that they re spraying the skies  with toxic chemicals,false
Facebook posts,nueva ley de perd n est  eliminando hasta         de deuda para todos los estadounidenses cualquier categor a aplica,false
Facebook posts,la asociaci n nacional de la deuda     recientemente aprob  un programa de alivio de la deuda para todos los que tengan m s de         en deuda en tarjetas de cr dito,false
Facebook posts,hay  restos de una nave nodriza gigante ocultada por la nasa  en marte,false
Instagram posts,video shows russian president vladimir putin talking in english about u s  democracy,false
TikTok posts,the u s  department of defense awarded a contract for covid    research in ukraine months before the virus was known,false
Hal Turner Radio Show,videos and photos of military vehicles are proof of  war prep  and looming military action within the u s,false
Facebook posts,mel gibson child sex trafficking documentary blocked by hollywood,false
Bloggers,unprecedented ufo landing  in las vegas,false
Steve Milloy,particulate matter  found in wildfire smoke  has  no effect  on human health and is  total junk science,false
X posts,una iglesia fue  quemada por un rayo en boston  ee  uu  durante una ceremonia de boda gay  este   de mayo de       sin sobrevivientes entre los participantes,false
Mark Kaye,former attorney general bill barr  says donald trump is a spy,false
Facebook posts,arma que ee uu  le dio a ucrania es vista en manos de c rtel,false
Facebook posts,ringing in your ears can cause total shutdown in under two years  but a pill can make tinnitus disappear,false
Ron DeSantis,protests of  sisters of perpetual indulgence  at a los angeles dodgers game led to a  virtually empty stadium for the game itself,false
Facebook posts,video shows  current weather situation in karachi,false
Instagram posts,video is evidence the moon landing was faked because someone would have had to stay behind to film,false
Instagram posts,recent wildfires put more carbon in the atmosphere than  the human race has put out in the last     years,false
Facebook posts,breaking dead dnc leaker has just been identified,false
Facebook posts,video shows singer tim mcgraw talking about diet gummies,false
Facebook posts,video shows elon musk talking about an  ai cryptocurrency trading platform  he launched,false
Facebook posts,video shows former president donald trump addressing the nation on june,false
Instagram posts,says a video showing water inside a glass on a spaceflight proves space isn t real,false
Roger Marshall,displaying the progress pride flag between two american flags during a white house pride event was  in breach of us flag code,false
Instagram posts,pfizer funneled     million to cnn anchor anderson cooper as part of a deal to promote mrna covid jabs to the american public,false
TikTok posts,a boston church burned during  a homosexual marriage  and there were no survivors,false
Facebook posts,country singer miranda lambert is giving away  free belly melt kits,false
Instagram posts,the united nations replaces all     country flags with lgbt flags,false
Facebook posts,silenciaron al dr  sebi  por decir que ciertos vegetales  son productos de laboratorio,false
Facebook posts,video shows an aide to former president donald trump  grilling  former president barack obama,false
Viral image,photo shows former president donald trump  dancing with a    year old girl  on jeffrey epstein s private island,false
Facebook posts,este video muestra  extraterrestres en las vegas captados por una c mara de seguridad,false
Facebook posts,video shows former president donald trump attacking the clintons in,false
Viral image,a photo shows australian tv host david koch being detained by police,false
TikTok posts,this video shows a cartel member in mexico carrying a javelin that the u s  sent to ukraine,false
Instagram posts,smoke that covered new york  new jersey and connecticut after the canadian wildfires  was a planned operation in geoengineering,false
Facebook posts,both murderers in texas were not only illegals  but gang members  and were  most likely tied to ms,false
Facebook posts,en china se est n fabricando huevos artificiales para el consumo humano,false
Facebook posts,tropas estadounidenses se preparan para  una pandemia zombies,false
Instagram posts,duke health  unc health and ecu health  in north carolina are diagnosing toddlers who play with stereotypically opposite gender toys as having gender dysphoria and are beginning to transition them,false
Facebook posts,goldfish crackers contain a dangerously high amount of weed killer,false
Facebook posts,photo shows first person from a honduras caravan to be granted asylum in the u s,false
Viral image,the democratic party just confirmed michelle obama will be its nominee and nobody noticed,false
Viral image,robot attacks factory worker  in video,false
Facebook posts,video shows house speaker kevin mccarthy announcing u s  rep  nancy pelosi  will be impeached,false
Facebook posts,a robot with artificial intelligence  self terminated  after    minutes of manual labor,false
Instagram posts,chelsea clinton said   it s time to force jab every unvaccinated child in america,false
Facebook posts,video shows the  grim reaper  appearing at king charles iii s coronation,false
Instagram posts,dropped globe in video shows nasa astronauts filming in tv studio,false
Facebook posts,video shows a fight breaking out in a u s  house of representatives committee hearing,false
X posts,photo shows migrants heading to u s  border in may,false
Facebook posts,says u s  rep  nancy pelosi  is guilty of treason,false
Facebook posts,video shows u s  rep  madison cawthorn receiving an  ovation  after confronting u s  rep  nancy pelosi,false
Instagram posts,mrna in food is being tested by usda now,false
TikTok posts,u s  marine corps arrested a cdc official,false
TikTok posts,fauci  dod and cdc funded deadly pathogen research at sudan lab,false
Instagram posts,simulation with fictional virus shows   what they re preparing for us  in,false
Instagram posts,walmart stores are being converted to fema camps to imprison americans,false
Instagram posts,kobe bryant was killed  as a setup to stop him from testifying,false
Instagram posts,the phone president richard nixon used to talk to the first astronauts on the moon is evidence the      moon landing was faked,false
Facebook posts,video shows u s  rep  doug collins exploding  with rage after pelosi admits dirty  squad  plan for trump impeachment,false
Facebook posts,video shows house speaker kevin mccarthy calling on vice president kamala harris to  step down,false
Facebook posts,apeel  es una compa  a fundada por bill gates que utiliza mono y diglic ridos t xicos para enfermarte,false
Facebook posts,video shows ukraine was  nuked,false
Facebook posts,nasa just announced a     foot wide fissure crack just opened up yellowstone volcano in    hours,false
Instagram posts,en whatsapp puedes leer todas las conversaciones de tu pareja   solo tienes que marcar       el n mero de su celular    y listo,false
Facebook posts,do black credit card is part of a government plot to control people s lives,false
Facebook posts,enorme ej rcitos polacos de     mil   entran en la frontera rusa,false
Instagram posts,video shows president joe biden talking about what  stable jesus  said about airports,false
Facebook posts,photo of person holding sign shows the shooter who killed six people at a nashville  tennessee  school,false
